SIGNET,89fc2230-4645-4e0f-801b-b21dfc37c02b,t,f,2020-09-16 12:16:30.747488
DEI/A,6b79c2b7-6fa7-4be5-9585-437ad2ae488a,t,f,2020-09-16 11:46:46.85298
Settore TLC-reti,90f030d4-3715-4019-817d-5e83f66e11f3,t,f,2020-09-16 11:20:58.069099
DEI/A,90f030d4-3715-4019-817d-5e83f66e11f3,f,t,2020-09-16 11:20:58.068193
DEI/A,90f030d4-3715-4019-817d-5e83f66e11f3,t,f,2020-09-16 11:19:24.502476
Settore TLC-reti,90f030d4-3715-4019-817d-5e83f66e11f3,f,f,2020-09-16 10:34:04.530982
SIGNET,89fc2230-4645-4e0f-801b-b21dfc37c02b,f,f,2020-09-16 10:04:57.177833
DEI/A,44032c54-c066-47dd-a9f6-a667e3210450,t,f,2020-09-16 07:28:20.237634
Settore TLC-reti,d1c23b1a-f2ba-4323-be02-74c60cbb945d,t,f,2020-09-16 07:06:22.454577
Settore TLC-reti,90f030d4-3715-4019-817d-5e83f66e11f3,t,f,2020-09-16 06:49:09.513977
SIGNET,23f20da2-eee4-417d-b08e-4d467b1f4e59,t,f,2020-09-16 06:48:51.338071
Settore TLC-reti,90f030d4-3715-4019-817d-5e83f66e11f3,f,f,2020-09-16 06:46:25.614696
Settore TLC-reti,90f030d4-3715-4019-817d-5e83f66e11f3,t,t,2020-09-16 06:46:25.614124
DEI/A,90f030d4-3715-4019-817d-5e83f66e11f3,f,t,2020-09-16 06:46:25.613669
DEI/A,90f030d4-3715-4019-817d-5e83f66e11f3,t,f,2020-09-16 06:46:25.202132
SIGNET,89fc2230-4645-4e0f-801b-b21dfc37c02b,t,f,2020-09-16 06:07:10.987812
DEI/A,55ab6175-95f7-4f8a-8518-dfa45c6b706e,f,f,2020-09-15 17:25:16.659123
DEI/A,55ab6175-95f7-4f8a-8518-dfa45c6b706e,t,t,2020-09-15 17:25:16.657999
Settore TLC-reti,55ab6175-95f7-4f8a-8518-dfa45c6b706e,f,f,2020-09-15 17:24:26.142616
Settore TLC-reti,92b2de07-f20e-42d2-98ec-fad0437607bc,f,f,2020-09-15 17:22:59.78612
DEI/A,c6f6d152-34c7-4c06-be9c-db64b0df16bf,f,f,2020-09-15 16:51:58.164064
Settore TLC-reti,1db2c613-330e-40ec-986b-d0baa731d949,f,f,2020-09-15 16:47:02.804353
Settore TLC-reti,ef026036-6a4b-4cee-bb91-130cc7692093,f,f,2020-09-15 16:30:41.905948
SIGNET,4379cfa2-0578-4ba7-8017-26f45420dbf2,f,f,2020-09-15 16:09:48.742205
DEI/A,865d461f-71b9-416c-9598-154a79964f1a,f,f,2020-09-15 15:46:22.879386
DEI/A,865d461f-71b9-416c-9598-154a79964f1a,t,t,2020-09-15 15:46:22.878431
Settore TLC-reti,865d461f-71b9-416c-9598-154a79964f1a,f,f,2020-09-15 15:45:56.749921
Settore TLC-reti,865d461f-71b9-416c-9598-154a79964f1a,t,t,2020-09-15 15:45:56.749328
DEI/A,865d461f-71b9-416c-9598-154a79964f1a,f,t,2020-09-15 15:45:56.748168
SIGNET,e08469c9-df41-4227-bcfd-2890f38126f0,f,f,2020-09-15 15:07:16.550591
SIGNET,8e4e0ed2-4ad4-4a6d-9b74-d4c613b99fa7,f,f,2020-09-15 14:55:58.875243
DEI/A,b57c92a2-4692-4223-b584-c78119be98e7,t,f,2020-09-15 13:51:33.578358
Settore TLC-reti,92b2de07-f20e-42d2-98ec-fad0437607bc,t,f,2020-09-15 12:12:13.720207
Settore TLC-reti,ef026036-6a4b-4cee-bb91-130cc7692093,t,f,2020-09-15 12:12:04.410132
SIGNET,e08469c9-df41-4227-bcfd-2890f38126f0,t,f,2020-09-15 11:00:26.40871
SIGNET,4379cfa2-0578-4ba7-8017-26f45420dbf2,t,f,2020-09-15 11:00:16.873579
SIGNET,8e4e0ed2-4ad4-4a6d-9b74-d4c613b99fa7,t,f,2020-09-15 10:58:33.705604
SIGNET,e9aca88e-bd61-4a05-abfc-4de980cb080f,f,f,2020-09-15 10:57:57.8712
Settore TLC-reti,ef026036-6a4b-4cee-bb91-130cc7692093,f,f,2020-09-15 10:47:47.313059
Settore TLC-reti,55ab6175-95f7-4f8a-8518-dfa45c6b706e,t,f,2020-09-15 10:47:24.573203
Settore TLC-reti,55ab6175-95f7-4f8a-8518-dfa45c6b706e,f,f,2020-09-15 10:44:19.968302
Settore TLC-reti,55ab6175-95f7-4f8a-8518-dfa45c6b706e,t,t,2020-09-15 10:44:19.967581
DEI/A,55ab6175-95f7-4f8a-8518-dfa45c6b706e,f,t,2020-09-15 10:44:19.966419
DEI/A,55ab6175-95f7-4f8a-8518-dfa45c6b706e,t,f,2020-09-15 10:42:59.451037
DEI/A,0a3d3251-5241-4442-8a0e-fb7c436182ba,t,f,2020-09-15 10:23:39.703681
DEI/A,865d461f-71b9-416c-9598-154a79964f1a,t,f,2020-09-15 10:23:28.476362
DEI/A,865d461f-71b9-416c-9598-154a79964f1a,f,t,2020-09-15 10:23:28.475217
DEI/A,865d461f-71b9-416c-9598-154a79964f1a,t,f,2020-09-15 10:23:28.459054
DEI/A,865d461f-71b9-416c-9598-154a79964f1a,f,t,2020-09-15 10:23:28.457987
DEI/A,865d461f-71b9-416c-9598-154a79964f1a,t,f,2020-09-15 10:23:06.04452
DEI/A,0a3d3251-5241-4442-8a0e-fb7c436182ba,f,f,2020-09-15 10:22:19.530705
DEI/A,4eeba1fa-a704-474b-8289-a3f7e5907855,f,f,2020-09-15 10:21:34.423598
DEI/A,4eeba1fa-a704-474b-8289-a3f7e5907855,t,t,2020-09-15 10:21:34.423092
Settore TLC-reti,4eeba1fa-a704-474b-8289-a3f7e5907855,f,t,2020-09-15 10:21:34.422544
SIGNET,5da6abf8-7f81-4111-9ff0-b452838f2256,f,f,2020-09-15 10:21:27.999471
Settore TLC-reti,55ab6175-95f7-4f8a-8518-dfa45c6b706e,f,f,2020-09-15 10:18:46.216726
SIGNET,8e4e0ed2-4ad4-4a6d-9b74-d4c613b99fa7,f,f,2020-09-15 10:18:04.614636
SIGNET,4379cfa2-0578-4ba7-8017-26f45420dbf2,f,f,2020-09-15 10:17:54.325685
DEI/A,8959b830-2a41-4611-a1e7-0c3daa3778af,t,f,2020-09-15 09:07:10.926264
SIGNET,4379cfa2-0578-4ba7-8017-26f45420dbf2,t,f,2020-09-15 08:41:54.146757
Settore TLC-reti,ef026036-6a4b-4cee-bb91-130cc7692093,t,f,2020-09-15 08:27:27.044916
DEI/A,c6f6d152-34c7-4c06-be9c-db64b0df16bf,t,f,2020-09-15 08:18:15.246876
SIGNET,8e4e0ed2-4ad4-4a6d-9b74-d4c613b99fa7,t,f,2020-09-15 07:11:47.332203
SIGNET,e9aca88e-bd61-4a05-abfc-4de980cb080f,t,f,2020-09-15 07:03:56.317833
DEI/A,0a3d3251-5241-4442-8a0e-fb7c436182ba,t,f,2020-09-15 07:01:56.520608
Settore TLC-reti,1db2c613-330e-40ec-986b-d0baa731d949,t,f,2020-09-15 06:57:34.961092
DEI/A,1db2c613-330e-40ec-986b-d0baa731d949,f,t,2020-09-15 06:57:34.960203
DEI/A,1db2c613-330e-40ec-986b-d0baa731d949,t,f,2020-09-15 06:56:42.518411
Settore TLC-reti,55ab6175-95f7-4f8a-8518-dfa45c6b706e,t,f,2020-09-15 06:49:51.84941
DEI/A,55ab6175-95f7-4f8a-8518-dfa45c6b706e,f,t,2020-09-15 06:49:51.848319
DEI/A,55ab6175-95f7-4f8a-8518-dfa45c6b706e,t,f,2020-09-15 06:48:50.121118
DEI/A,7da7d0a5-98c4-4db4-aec0-6ea26a989d6b,t,f,2020-09-15 06:16:14.312983
Settore TLC-reti,4eeba1fa-a704-474b-8289-a3f7e5907855,t,f,2020-09-15 06:12:59.070986
SIGNET,5da6abf8-7f81-4111-9ff0-b452838f2256,t,f,2020-09-15 06:12:10.65843
DEI/A,31d18ed4-b0b6-4949-a47b-edb84fec811a,f,f,2020-09-14 16:59:03.671686
DEI/A,7efc2d48-ceb1-46a9-ad71-120da0e0d6eb,f,f,2020-09-14 16:40:06.81079
SIGNET,ec5e2097-99c0-4296-b72e-d068494a978b,t,f,2020-09-14 12:26:42.149364
DEI/A,fe76b3e5-200d-4b75-a975-47ba25b6785b,t,f,2020-09-14 12:03:39.365498
Settore TLC-reti,fe76b3e5-200d-4b75-a975-47ba25b6785b,f,f,2020-09-14 10:58:59.834857
SIGNET,ec5e2097-99c0-4296-b72e-d068494a978b,f,f,2020-09-14 10:17:14.562341
DEI/A,31d18ed4-b0b6-4949-a47b-edb84fec811a,t,f,2020-09-14 08:54:56.567468
DEI/A,7efc2d48-ceb1-46a9-ad71-120da0e0d6eb,t,f,2020-09-14 06:22:25.054975
Settore TLC-reti,fe76b3e5-200d-4b75-a975-47ba25b6785b,t,f,2020-09-14 06:19:03.244765
DEI/A,fe76b3e5-200d-4b75-a975-47ba25b6785b,f,t,2020-09-14 06:19:03.243868
DEI/A,fe76b3e5-200d-4b75-a975-47ba25b6785b,t,f,2020-09-14 06:18:15.733827
SIGNET,ec5e2097-99c0-4296-b72e-d068494a978b,t,f,2020-09-14 06:17:52.2053
DEI/A,770647cd-29f6-4cc3-9db6-4b8ffe3bab83,t,f,2020-09-13 10:03:25.751987
DEI/A,f02721b9-31c0-44f0-856e-859667d012ec,f,f,2020-09-11 16:35:50.995951
SIGNET,2d3416ae-cd26-44c2-bf1e-0e498a6c033a,f,f,2020-09-11 15:30:48.438701
SIGNET,ed8e4723-2d19-47fd-b0f0-4e1e475f2ac5,f,f,2020-09-11 15:28:26.076453
SIGNET,a63e4c51-c5a6-4ab0-8e47-6924a558d009,f,f,2020-09-11 12:16:08.091524
DEI/A,73352f8f-3911-4585-bf79-d783d32e1d2b,t,f,2020-09-11 11:31:29.1262
DEI/A,5dd74b2f-38d1-42c7-b825-7e9ad93e8454,t,f,2020-09-11 10:05:37.094006
DEI/A,6d983093-e77c-45a6-a4f3-d027f3b3c235,t,f,2020-09-11 08:37:58.713388
DEI/A,f02721b9-31c0-44f0-856e-859667d012ec,t,f,2020-09-11 07:47:23.040473
SIGNET,ed8e4723-2d19-47fd-b0f0-4e1e475f2ac5,t,f,2020-09-11 07:09:36.3617
SIGNET,2d3416ae-cd26-44c2-bf1e-0e498a6c033a,t,f,2020-09-11 06:32:29.265627
SIGNET,a63e4c51-c5a6-4ab0-8e47-6924a558d009,t,f,2020-09-11 06:16:37.151826
Settore TLC-reti,b7957c72-1a3f-4462-8499-180dceba3a76,t,f,2020-09-11 06:04:30.723731
DEI/A,7aa1dc33-db16-4408-b3af-a16a31803378,f,f,2020-09-10 20:29:35.117757
DEI/A,7aa1dc33-db16-4408-b3af-a16a31803378,t,f,2020-09-10 20:29:16.879835
DEI/A,eb7201ca-1a9d-4046-bcb8-72b61e9ce434,f,f,2020-09-10 17:18:06.472122
DEI/A,2f3c7ed6-9207-48c8-a1b8-1f818db8e8bc,t,f,2020-09-10 16:32:34.648335
SIGNET,0d0cb38f-cc83-4b7d-8ac7-ae8cd6740092,f,f,2020-09-10 16:04:47.383178
SIGNET,fe511d9d-962f-4855-a18e-8e1da4c8dc22,f,f,2020-09-10 16:04:14.873887
DEI/A,7aa1dc33-db16-4408-b3af-a16a31803378,f,f,2020-09-10 16:04:10.798968
SIGNET,0d0cb38f-cc83-4b7d-8ac7-ae8cd6740092,t,f,2020-09-10 16:03:34.411269
SIGNET,e7af5eef-f11c-42f5-a3e6-41f45a82d799,f,f,2020-09-10 16:01:17.451652
DEI/A,e08b38d0-c4cd-4a00-b445-e48e90d3280f,f,f,2020-09-10 15:50:42.180639
DEI/A,8d49d716-7db5-4263-a884-5a85c6445782,t,f,2020-09-10 13:35:47.3646
SIGNET,e7af5eef-f11c-42f5-a3e6-41f45a82d799,t,f,2020-09-10 12:24:29.955301
Settore TLC-reti,c86e9fdc-f36e-437f-9d83-5aa3263a305f,f,f,2020-09-10 12:03:05.652637
Settore TLC-reti,352f7bf1-72ce-4091-86c5-07d9e2682a98,t,f,2020-09-10 11:51:34.303416
DEI/A,eb7201ca-1a9d-4046-bcb8-72b61e9ce434,t,f,2020-09-10 11:15:56.83869
SIGNET,984131b6-4c3e-4860-9369-72c64bf87c3e,t,f,2020-09-10 11:04:31.276459
SIGNET,a2e22204-d6a7-47eb-8465-d191fadfcb0c,t,f,2020-09-10 11:04:22.985651
SIGNET,fe511d9d-962f-4855-a18e-8e1da4c8dc22,t,f,2020-09-10 11:03:05.032382
DEI/A,7aa1dc33-db16-4408-b3af-a16a31803378,t,f,2020-09-10 10:58:26.188882
SIGNET,a2e22204-d6a7-47eb-8465-d191fadfcb0c,f,f,2020-09-10 10:36:08.355725
SIGNET,984131b6-4c3e-4860-9369-72c64bf87c3e,f,f,2020-09-10 10:35:39.93208
DEI/A,2bfa12ed-6de1-4b90-a0c8-d9d33012e576,f,f,2020-09-10 10:35:36.991517
DEI/A,7aa1dc33-db16-4408-b3af-a16a31803378,f,f,2020-09-10 10:35:07.205388
SIGNET,fe511d9d-962f-4855-a18e-8e1da4c8dc22,f,f,2020-09-10 10:19:57.05422
DEI/A,eb7201ca-1a9d-4046-bcb8-72b61e9ce434,f,f,2020-09-10 10:17:27.216223
Settore TLC-reti,1ca07ccd-8c7e-4649-a1ba-620331e00a08,f,f,2020-09-10 10:13:13.139308
Settore TLC-reti,7ce308eb-7204-45f0-b969-288417bd1fa0,f,f,2020-09-10 10:12:26.263888
DEI/A,4935f849-f3be-4c9e-a551-65e49046c2a8,t,f,2020-09-10 10:12:20.361413
Settore TLC-reti,60014343-2f4a-4eb6-ab8b-85c94e46641b,f,f,2020-09-10 10:11:20.802219
Settore TLC-reti,6980ea78-db4d-45a2-9de1-6502f6ab97a6,t,f,2020-09-10 10:09:58.594838
Settore TLC-reti,30b1bb6e-334a-4989-b5db-cc8006ae6c42,t,f,2020-09-10 10:09:51.214831
Settore TLC-reti,bec18d72-54f1-4324-a3e3-cf46aae63448,t,f,2020-09-10 10:09:46.174947
Settore TLC-reti,954ce32e-25c5-4b61-9b91-90365aefddc6,t,f,2020-09-10 10:09:42.93336
Settore TLC-reti,c0642686-d7ea-4ec7-a0d6-64131e8a9533,t,f,2020-09-10 10:09:41.670585
Settore TLC-reti,da58c9fd-d488-4abb-8279-e4caf54f5139,t,f,2020-09-10 10:09:33.411511
Settore TLC-reti,f790a53f-4b06-4537-9ee1-d7ece39ceb67,t,f,2020-09-10 10:09:30.770091
Settore TLC-reti,524bb96d-a0f5-4099-807d-ccb4e94b5740,t,f,2020-09-10 10:09:28.823966
Settore TLC-reti,d9488993-70e7-4b41-9513-2add77d3c22c,t,f,2020-09-10 10:09:19.572621
Settore TLC-reti,1ca07ccd-8c7e-4649-a1ba-620331e00a08,t,f,2020-09-10 09:56:51.350584
DEI/A,c90695e6-09c5-4172-8d91-30fb8661663e,f,f,2020-09-10 09:40:22.716971
Settore TLC-reti,7ce308eb-7204-45f0-b969-288417bd1fa0,t,f,2020-09-10 09:04:58.288897
Settore TLC-reti,60014343-2f4a-4eb6-ab8b-85c94e46641b,t,f,2020-09-10 09:04:03.02267
DEI/A,7aa1dc33-db16-4408-b3af-a16a31803378,t,f,2020-09-10 08:38:40.292039
SIGNET,984131b6-4c3e-4860-9369-72c64bf87c3e,t,f,2020-09-10 08:12:01.188468
SIGNET,011d772a-d2a9-4325-8a14-1017cedb2c63,t,f,2020-09-10 08:11:14.980834
Settore TLC-reti,c86e9fdc-f36e-437f-9d83-5aa3263a305f,t,f,2020-09-10 07:44:01.194531
Settore TLC-reti,5af12d4b-b59a-4f0e-8899-5e46fe3d2279,t,f,2020-09-10 07:42:44.430126
DEI/A,e08b38d0-c4cd-4a00-b445-e48e90d3280f,t,f,2020-09-10 07:42:28.90537
SIGNET,a2e22204-d6a7-47eb-8465-d191fadfcb0c,t,f,2020-09-10 07:34:50.136187
Settore TLC-reti,5fb67239-4bad-4cbc-9a1e-45c45ae676a8,t,f,2020-09-10 07:31:35.956309
SIGNET,c77e652e-46a7-4e84-85c6-ff81b74ccb30,t,f,2020-09-10 07:03:47.117063
DEI/A,7aa1dc33-db16-4408-b3af-a16a31803378,f,f,2020-09-10 07:01:59.806927
DEI/A,c5452447-3fdc-4783-a80e-e9cc7fbbcd43,t,f,2020-09-10 06:57:52.394167
DEI/A,cafa0d72-fc97-4885-915c-1ee7c219e583,t,f,2020-09-10 06:56:46.488398
DEI/A,c05d7229-a98b-4791-aac4-83ccab706881,t,f,2020-09-10 06:35:24.580645
DEI/A,c90695e6-09c5-4172-8d91-30fb8661663e,t,f,2020-09-10 06:32:27.731115
SIGNET,fe511d9d-962f-4855-a18e-8e1da4c8dc22,t,f,2020-09-10 06:28:42.236939
DEI/A,eb7201ca-1a9d-4046-bcb8-72b61e9ce434,t,f,2020-09-10 06:25:52.115269
DEI/A,7aa1dc33-db16-4408-b3af-a16a31803378,t,f,2020-09-10 06:16:30.710412
DEI/A,2bfa12ed-6de1-4b90-a0c8-d9d33012e576,t,f,2020-09-10 05:52:20.340799
DEI/A,fb7b99e6-c5a2-4c69-8e3e-b8284ed8ce6f,t,f,2020-09-03 14:06:56.768127
DEI/A,fb7b99e6-c5a2-4c69-8e3e-b8284ed8ce6f,f,f,2020-09-03 14:05:57.050886
DEI/A,fe55154c-c838-44bc-a816-ad3dd18dafc0,t,f,2020-09-03 11:44:29.719925
DEI/A,50ef9fe1-c51d-4543-8c8f-0601f8e7847c,t,f,2020-09-03 11:44:07.472908
DEI/A,fb7b99e6-c5a2-4c69-8e3e-b8284ed8ce6f,t,f,2020-09-03 11:44:03.507906
DEI/A,715757e7-254a-40c5-a3b3-92ebc1d55229,t,f,2020-09-03 11:43:57.162022
DEI/A,50ef9fe1-c51d-4543-8c8f-0601f8e7847c,f,f,2020-09-03 11:42:00.672988
DEI/A,fb7b99e6-c5a2-4c69-8e3e-b8284ed8ce6f,f,f,2020-09-03 11:42:00.110757
DEI/A,715757e7-254a-40c5-a3b3-92ebc1d55229,f,f,2020-09-03 11:41:56.760478
DEI/A,50ef9fe1-c51d-4543-8c8f-0601f8e7847c,t,f,2020-09-03 11:39:43.307605
DEI/A,fb7b99e6-c5a2-4c69-8e3e-b8284ed8ce6f,t,f,2020-09-03 11:34:00.304357
DEI/A,715757e7-254a-40c5-a3b3-92ebc1d55229,t,f,2020-09-03 11:32:42.817732
